Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Детергент_6,02657.22,Степень полисульфидности,,1.62
Детергент_6,02657.22,"Щелочное число, ASTM D2896",,269.4
Детергент_6,02657.22,"Щелочное число, ГОСТ 11362",,272.8
Детергент_6,03340.22,"Кинематическая вязкость, при 100°C, ASTM D445",,269.9
Детергент_6,03340.22,"Кислотное число, ГОСТ 11362",,11.2
Детергент_6,03340.22,Массовая доля кальция | ASTM D6481,,5.88
Детергент_6,03340.22,"Массовая доля кальция, ASTM D6481",,10.14
Детергент_6,03340.22,"Массовая доля серы, ASTM D6481",,2.81
Детергент_6,03340.22,"Массовая доля фосфора, ASTM D6481",,0.0007999999999999
Детергент_6,03340.22,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_6,03340.22,"Массовая доля цинка, ASTM D6481",,0.0005
Детергент_6,03340.22,Отношение Мыло/Основание,,2.0
Детергент_6,03340.22,"Плотность при 15°С, ASTM D4052",,1.09
Детергент_6,03340.22,"Содержание MgCO3, CaCO3, % масс.",,20.0
Детергент_6,03340.22,"Содержание воды, % масс.",,0.05
Детергент_6,03340.22,"Содержание масла, % масс.",,40.0
Детергент_6,03340.22,"Содержание металла (Ca/Mg), % масс.",,5.6
Детергент_6,03340.22,"Содержание мыла, % масс.",,40.0
Детергент_6,03340.22,"Содержание серы, % масс.",,3.3
Детергент_6,03340.22,Степень полисульфидности,,1.62
Детергент_6,03340.22,"Щелочное число, ASTM D2896",,276.1
Детергент_6,03340.22,"Щелочное число, ГОСТ 11362",,272.8
Детергент_6,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,255.025
Детергент_6,typical,"Кислотное число, ГОСТ 11362",,11.2
Детергент_6,typical,Массовая доля кальция | ASTM D6481,,5.88
Детергент_6,typical,"Массовая доля кальция, ASTM D6481",,10.2975
Детергент_6,typical,"Массовая доля серы, ASTM D6481",,2.81
Детергент_6,typical,"Массовая доля фосфора, ASTM D6481",,0.0007999999999999
Детергент_6,typical,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_6,typical,"Массовая доля цинка, ASTM D6481",,0.0005
Детергент_6,typical,Отношение Мыло/Основание,,2.0
Детергент_6,typical,"Плотность при 15°С, ASTM D4052",,1.09
Детергент_6,typical,"Содержание MgCO3, CaCO3, % масс.",,20.0
Детергент_6,typical,"Содержание воды, % масс.",,0.05
Детергент_6,typical,"Содержание масла, % масс.",,40.0
Детергент_6,typical,"Содержание металла (Ca/Mg), % масс.",,5.6
Детергент_6,typical,"Содержание мыла, % масс.",,40.0
Детергент_6,typical,"Содержание серы, % масс.",,3.3
Детергент_6,typical,Степень полисульфидности,,1.62
Детергент_6,typical,"Щелочное число, ASTM D2896",,283.325
Детергент_6,typical,"Щелочное число, ГОСТ 11362",,272.8
Детергент_7,03229.24,"Кинематическая вязкость, при 100°C, ASTM D445",,31.81
Детергент_7,03229.24,"Кислотное число, ГОСТ 11362",,11.2
Детергент_7,03229.24,Массовая доля кальция | ASTM D6481,,5.88
Детергент_7,03229.24,"Массовая доля кальция, ASTM D6481",,2.484
Детергент_7,03229.24,"Массовая доля серы, ASTM D6481",,1.598
Детергент_7,03229.24,"Массовая доля фосфора, ASTM D6481",,2.873
Детергент_7,03229.24,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_7,03229.24,"Массовая доля цинка, ASTM D6481",,0.0344
Детергент_7,03229.24,Отношение Мыло/Основание,,40.0
Детергент_7,03229.24,"Размер мицелл, нм",,100.0
Детергент_7,03229.24,"Содержание MgCO3, CaCO3, % масс.",,1.0
Детергент_7,03229.24,"Содержание воды, % масс.",,0.07
Детергент_7,03229.24,"Содержание масла, % масс.",,60.0
Детергент_7,03229.24,"Содержание металла (Ca/Mg), % масс.",,2.48
Детергент_7,03229.24,"Содержание мыла, % масс.",,40.0
Детергент_7,03229.24,"Содержание серы, % масс.",,2.4
Детергент_7,03229.24,Степень полисульфидности,,1.25
Детергент_7,03229.24,"Щелочное число, ASTM D2896",,328.2
Детергент_7,03229.24,"Щелочное число, ГОСТ 11362",,391.6
Детергент_7,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,31.81
Детергент_7,typical,"Кислотное число, ГОСТ 11362",,11.2
Детергент_7,typical,Массовая доля кальция | ASTM D6481,,5.88
Детергент_7,typical,"Массовая доля кальция, ASTM D6481",,2.484
Детергент_7,typical,"Массовая доля серы, ASTM D6481",,1.598
Детергент_7,typical,"Массовая доля фосфора, ASTM D6481",,2.873
Детергент_7,typical,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_7,typical,"Массовая доля цинка, ASTM D6481",,0.0344
Детергент_7,typical,Отношение Мыло/Основание,,40.0
Детергент_7,typical,"Размер мицелл, нм",,100.0
Детергент_7,typical,"Содержание MgCO3, CaCO3, % масс.",,1.0
Детергент_7,typical,"Содержание воды, % масс.",,0.07
Детергент_7,typical,"Содержание масла, % масс.",,60.0
Детергент_7,typical,"Содержание металла (Ca/Mg), % масс.",,2.48
Детергент_7,typical,"Содержание мыла, % масс.",,40.0
Детергент_7,typical,"Содержание серы, % масс.",,2.4
Детергент_7,typical,Степень полисульфидности,,1.25
Детергент_7,typical,"Щелочное число, ASTM D2896",,328.2
Детергент_7,typical,"Щелочное число, ГОСТ 11362",,391.6
Детергент_7,синтетический,"Кинематическая вязкость, при 100°C, ASTM D445",,31.81
Детергент_7,синтетический,"Кислотное число, ГОСТ 11362",,11.2
Детергент_7,синтетический,Массовая доля кальция | ASTM D6481,,5.88
Детергент_7,синтетический,"Массовая доля кальция, ASTM D6481",,2.484
Детергент_7,синтетический,"Массовая доля серы, ASTM D6481",,1.598
Детергент_7,синтетический,"Массовая доля фосфора, ASTM D6481",,2.873
Детергент_7,синтетический,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_7,синтетический,"Массовая доля цинка, ASTM D6481",,0.0344
Детергент_7,синтетический,Отношение Мыло/Основание,,40.0
Детергент_7,синтетический,"Размер мицелл, нм",,100.0
Детергент_7,синтетический,"Содержание MgCO3, CaCO3, % масс.",,1.0
Детергент_7,синтетический,"Содержание воды, % масс.",,0.07
Детергент_7,синтетический,"Содержание масла, % масс.",,60.0
Детергент_7,синтетический,"Содержание металла (Ca/Mg), % масс.",,2.48
Детергент_7,синтетический,"Содержание мыла, % масс.",,40.0
Детергент_7,синтетический,"Содержание серы, % масс.",,2.4
Детергент_7,синтетический,Степень полисульфидности,,1.25
Детергент_7,синтетический,"Щелочное число, ASTM D2896",,328.2
Детергент_7,синтетический,"Щелочное число, ГОСТ 11362",,391.6
Детергент_8,typical,"Кислотное число, ГОСТ 11362",,11.2
Детергент_8,typical,Массовая доля кальция | ASTM D6481,,5.88
Детергент_8,typical,"Массовая доля кальция, ASTM D6481",,15.39
Детергент_8,typical,"Массовая доля серы, ASTM D6481",,1.598
Детергент_8,typical,"Массовая доля фосфора, ASTM D6481",,0.0006
Детергент_8,typical,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_8,typical,"Массовая доля цинка, ASTM D6481",,0.0007
Детергент_8,typical,Отношение Мыло/Основание,,0.7142857143
Детергент_8,typical,"Содержание MgCO3, CaCO3, % масс.",,35.0
Детергент_8,typical,"Содержание воды, % масс.",,0.07
Детергент_8,typical,"Содержание масла, % масс.",,45.0
Детергент_8,typical,"Содержание металла (Ca/Mg), % масс.",,15.54
Детергент_8,typical,"Содержание мыла, % масс.",,25.0
Детергент_8,typical,"Содержание серы, % масс.",,1.9
Детергент_8,typical,Степень полисульфидности,,1.25
Детергент_8,typical,"Щелочное число, ASTM D2896",,400.0
Детергент_8,typical,"Щелочное число, ГОСТ 11362",,391.6
Детергент_9,0241.25,"Кинематическая вязкость, при 100°C, ASTM D445",,14.96
Детергент_9,0241.25,"Кислотное число, ГОСТ 11362",,11.2
Детергент_9,0241.25,Массовая доля кальция | ASTM D6481,,5.88
Детергент_9,0241.25,"Массовая доля кальция, ASTM D6481",,6.77
Детергент_9,0241.25,"Массовая доля серы, ASTM D6481",,0.165
Детергент_9,0241.25,"Массовая доля фосфора, ASTM D6481",,0.0006
Детергент_9,0241.25,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_9,0241.25,"Массовая доля цинка, ASTM D6481",,0.0007
Детергент_9,0241.25,Определение содержания воды методом Карла Фишера | ASTM D 6304,,28438.0
Детергент_9,0241.25,Отношение Мыло/Основание,,2.0
Детергент_9,0241.25,"Плотность при 15°С, ASTM D4052",,1.2
Детергент_9,0241.25,"Содержание MgCO3, CaCO3, % масс.",,15.0
Детергент_9,0241.25,"Содержание воды, % масс.",,0.07
Детергент_9,0241.25,"Содержание масла, % масс.",,55.0
Детергент_9,0241.25,"Содержание металла (Ca/Mg), % масс.",,6.34
Детергент_9,0241.25,"Содержание мыла, % масс.",,30.0
Детергент_9,0241.25,"Содержание серы, % масс.",,1.6
Детергент_9,0241.25,Степень полисульфидности,,1.25
Детергент_9,0241.25,"Щелочное число, ASTM D2896",,171.7
Детергент_9,0241.25,"Щелочное число, ГОСТ 11362",,161.2
Детергент_9,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,16.0
Детергент_9,typical,"Кислотное число, ГОСТ 11362",,11.2
Детергент_9,typical,Массовая доля кальция | ASTM D6481,,5.88
Детергент_9,typical,"Массовая доля кальция, ASTM D6481",,6.77
Детергент_9,typical,"Массовая доля серы, ASTM D6481",,0.165
Детергент_9,typical,"Массовая доля фосфора, ASTM D6481",,0.0006
Детергент_9,typical,Массовая доля цинка | ASTM D6481,,0.0002
Детергент_9,typical,"Массовая доля цинка, ASTM D6481",,0.0007
Детергент_9,typical,Определение содержания воды методом Карла Фишера | ASTM D 6304,,28438.0
Детергент_9,typical,Отношение Мыло/Основание,,2.0
Детергент_9,typical,"Плотность при 15°С, ASTM D4052",,1.2
Детергент_9,typical,"Содержание MgCO3, CaCO3, % масс.",,15.0
Детергент_9,typical,"Содержание воды, % масс.",,0.07
Детергент_9,typical,"Содержание масла, % масс.",,55.0
Детергент_9,typical,"Содержание металла (Ca/Mg), % масс.",,6.34
Детергент_9,typical,"Содержание мыла, % масс.",,30.0
Детергент_9,typical,"Содержание серы, % масс.",,1.6
Детергент_9,typical,Степень полисульфидности,,1.25
Детергент_9,typical,"Щелочное число, ASTM D2896",,170.0
Детергент_9,typical,"Щелочное число, ГОСТ 11362",,161.2
Дисперсант_1,03067.22,Индекс полидисперсности,,1.6
Дисперсант_1,03067.22,Кинематическая вязкость,,216.0
Дисперсант_1,03067.22,"Кинематическая вязкость, при 100°C, ASTM D445",,248.7
Дисперсант_1,03067.22,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_1,03067.22,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_1,03067.22,"Массовая доля фосфора, ASTM D6481",,0.002
Дисперсант_1,03067.22,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_1,03067.22,Содержание Азота,,2.1
Дисперсант_1,03067.22,Содержание Бора,,0.0
Дисперсант_1,03067.22,Содержание масла,,45.0
Дисперсант_1,03067.22,"Щелочное число, ASTM D2896",,40.9
Дисперсант_1,03067.22,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_1,36524.20,Индекс полидисперсности,,1.6
Дисперсант_1,36524.20,Кинематическая вязкость,,216.0
Дисперсант_1,36524.20,"Кинематическая вязкость, при 100°C, ASTM D445",,245.86
Дисперсант_1,36524.20,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_1,36524.20,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_1,36524.20,"Массовая доля фосфора, ASTM D6481",,0.002
Дисперсант_1,36524.20,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_1,36524.20,Содержание Азота,,2.1
Дисперсант_1,36524.20,Содержание Бора,,0.0
Дисперсант_1,36524.20,Содержание масла,,45.0
Дисперсант_1,36524.20,"Щелочное число, ASTM D2896",,49.1
Дисперсант_1,36524.20,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_1,typical,Индекс полидисперсности,,1.6
Дисперсант_1,typical,Кинематическая вязкость,,216.0
Дисперсант_1,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,247.28
Дисперсант_1,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_1,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_1,typical,"Массовая доля фосфора, ASTM D6481",,0.002
Дисперсант_1,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_1,typical,Содержание Азота,,2.1
Дисперсант_1,typical,Содержание Бора,,0.0
Дисперсант_1,typical,Содержание масла,,45.0
Дисперсант_1,typical,"Щелочное число, ASTM D2896",,45.0
Дисперсант_1,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_10,01930.24,Индекс полидисперсности,,1.6
Дисперсант_10,01930.24,Кинематическая вязкость,,350.0
Дисперсант_10,01930.24,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_10,01930.24,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_10,01930.24,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_10,01930.24,Содержание Азота,,1.2
Дисперсант_10,01930.24,Содержание Бора,,0.6
Дисперсант_10,01930.24,Содержание масла,,50.0
Дисперсант_10,01930.24,"Щелочное число, ASTM D2896",,23.96
Дисперсант_10,01930.24,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_10,typical,Индекс полидисперсности,,1.6
Дисперсант_10,typical,Кинематическая вязкость,,350.0
Дисперсант_10,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_10,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_10,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_10,typical,Содержание Азота,,1.2
Дисперсант_10,typical,Содержание Бора,,0.6
Дисперсант_10,typical,Содержание масла,,50.0
Дисперсант_10,typical,"Щелочное число, ASTM D2896",,23.96
Дисперсант_10,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_11,02688.24,Индекс полидисперсности,,1.6
Дисперсант_11,02688.24,Кинематическая вязкость,,488.0
Дисперсант_11,02688.24,"Кинематическая вязкость, при 100°C, ASTM D445",,488.0
Дисперсант_11,02688.24,"Кислотное число, ГОСТ 11362",,6.508
Дисперсант_11,02688.24,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_11,02688.24,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_11,02688.24,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_11,02688.24,Общее содержание азота | ASTM D3228,,1.491
Дисперсант_11,02688.24,Содержание Азота,,1.2
Дисперсант_11,02688.24,Содержание Бора,,0.6
Дисперсант_11,02688.24,Содержание масла,,50.0
Дисперсант_11,02688.24,Цвет | ASTM D1500,,7.7
Дисперсант_11,02688.24,"Щелочное число, ASTM D2896",,31.017
Дисперсант_11,02688.24,"Щелочное число, ГОСТ 11362",,20.83
Дисперсант_11,typical,Индекс полидисперсности,,1.6
Дисперсант_11,typical,Кинематическая вязкость,,488.0
Дисперсант_11,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,488.0
Дисперсант_11,typical,"Кислотное число, ГОСТ 11362",,6.508
Дисперсант_11,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_11,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_11,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_11,typical,Общее содержание азота | ASTM D3228,,1.491
Дисперсант_11,typical,Содержание Азота,,1.2
Дисперсант_11,typical,Содержание Бора,,0.6
Дисперсант_11,typical,Содержание масла,,50.0
Дисперсант_11,typical,Цвет | ASTM D1500,,7.7
Дисперсант_11,typical,"Щелочное число, ASTM D2896",,31.017
Дисперсант_11,typical,"Щелочное число, ГОСТ 11362",,20.83
Дисперсант_12,02689.24,Индекс полидисперсности,,1.6
Дисперсант_12,02689.24,Кинематическая вязкость,,512.0
Дисперсант_12,02689.24,"Кинематическая вязкость, при 100°C, ASTM D445",,512.0
Дисперсант_12,02689.24,"Кислотное число, ГОСТ 11362",,5.45
Дисперсант_12,02689.24,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_12,02689.24,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_12,02689.24,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_12,02689.24,Общее содержание азота | ASTM D3228,,1.644
Дисперсант_12,02689.24,Содержание Азота,,1.2
Дисперсант_12,02689.24,Содержание Бора,,0.6
Дисперсант_12,02689.24,Содержание масла,,50.0
Дисперсант_12,02689.24,Цвет | ASTM D1500,,6.9
Дисперсант_12,02689.24,"Щелочное число, ASTM D2896",,31.278
Дисперсант_12,02689.24,"Щелочное число, ГОСТ 11362",,22.26
Дисперсант_12,typical,Индекс полидисперсности,,1.6
Дисперсант_12,typical,Кинематическая вязкость,,512.0
Дисперсант_12,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,512.0
Дисперсант_12,typical,"Кислотное число, ГОСТ 11362",,5.45
Дисперсант_12,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_12,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_12,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_12,typical,Общее содержание азота | ASTM D3228,,1.644
Дисперсант_12,typical,Содержание Азота,,1.2
Дисперсант_12,typical,Содержание Бора,,0.6
Дисперсант_12,typical,Содержание масла,,50.0
Дисперсант_12,typical,Цвет | ASTM D1500,,6.9
Дисперсант_12,typical,"Щелочное число, ASTM D2896",,31.278
Дисперсант_12,typical,"Щелочное число, ГОСТ 11362",,22.26
Дисперсант_13,02690.24,Индекс полидисперсности,,1.6
Дисперсант_13,02690.24,Кинематическая вязкость,,442.0
Дисперсант_13,02690.24,"Кинематическая вязкость, при 100°C, ASTM D445",,442.0
Дисперсант_13,02690.24,"Кислотное число, ГОСТ 11362",,6.174
Дисперсант_13,02690.24,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_13,02690.24,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_13,02690.24,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_13,02690.24,Общее содержание азота | ASTM D3228,,1.664
Дисперсант_13,02690.24,Содержание Азота,,1.2
Дисперсант_13,02690.24,Содержание Бора,,0.6
Дисперсант_13,02690.24,Содержание масла,,50.0
Дисперсант_13,02690.24,Цвет | ASTM D1500,,7.8
Дисперсант_13,02690.24,"Щелочное число, ASTM D2896",,31.885
Дисперсант_13,02690.24,"Щелочное число, ГОСТ 11362",,20.56
Дисперсант_13,typical,Индекс полидисперсности,,1.6
Дисперсант_13,typical,Кинематическая вязкость,,442.0
Дисперсант_13,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,442.0
Дисперсант_13,typical,"Кислотное число, ГОСТ 11362",,6.174
Дисперсант_13,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_13,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_13,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_13,typical,Общее содержание азота | ASTM D3228,,1.664
Дисперсант_13,typical,Содержание Азота,,1.2
Дисперсант_13,typical,Содержание Бора,,0.6
Дисперсант_13,typical,Содержание масла,,50.0
Дисперсант_13,typical,Цвет | ASTM D1500,,7.8
Дисперсант_13,typical,"Щелочное число, ASTM D2896",,31.885
Дисперсант_13,typical,"Щелочное число, ГОСТ 11362",,20.56
Дисперсант_2,01025.23,Индекс полидисперсности,,1.6
Дисперсант_2,01025.23,Кинематическая вязкость,,413.0
Дисперсант_2,01025.23,"Кинематическая вязкость, при 100°C, ASTM D445",,417.9
Дисперсант_2,01025.23,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_2,01025.23,"Массовая доля кальция, ASTM D6481",,0.0009
Дисперсант_2,01025.23,"Массовая доля серы, ASTM D6481",,0.0027
Дисперсант_2,01025.23,"Массовая доля фосфора, ASTM D6481",,0.0007
Дисперсант_2,01025.23,"Массовая доля цинка, ASTM D6481",,0.0002
Дисперсант_2,01025.23,Содержание Азота,,1.1
Дисперсант_2,01025.23,Содержание Бора,,0.0
Дисперсант_2,01025.23,Содержание масла,,50.0
Дисперсант_2,01025.23,"Щелочное число, ASTM D2896",,17.5
Дисперсант_2,01025.23,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_2,typical,Индекс полидисперсности,,1.6
Дисперсант_2,typical,Кинематическая вязкость,,413.0
Дисперсант_2,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,417.9
Дисперсант_2,typical,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_2,typical,"Массовая доля кальция, ASTM D6481",,0.0009
Дисперсант_2,typical,"Массовая доля серы, ASTM D6481",,0.0027
Дисперсант_2,typical,"Массовая доля фосфора, ASTM D6481",,0.0007
Дисперсант_2,typical,"Массовая доля цинка, ASTM D6481",,0.0002
Дисперсант_2,typical,Содержание Азота,,1.1
Дисперсант_2,typical,Содержание Бора,,0.0
Дисперсант_2,typical,Содержание масла,,50.0
Дисперсант_2,typical,"Щелочное число, ASTM D2896",,17.5
Дисперсант_2,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_3,01030.23,Индекс полидисперсности,,1.6
Дисперсант_3,01030.23,Кинематическая вязкость,,194.0
Дисперсант_3,01030.23,"Кинематическая вязкость, при 100°C, ASTM D445",,186.1
Дисперсант_3,01030.23,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_3,01030.23,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_3,01030.23,"Массовая доля серы, ASTM D6481",,0.048
Дисперсант_3,01030.23,"Массовая доля фосфора, ASTM D6481",,0.002
Дисперсант_3,01030.23,"Массовая доля цинка, ASTM D6481",,0.0001
Дисперсант_3,01030.23,Содержание Азота,,1.28
Дисперсант_3,01030.23,Содержание Бора,,0.44
Дисперсант_3,01030.23,Содержание масла,,40.0
Дисперсант_3,01030.23,"Щелочное число, ASTM D2896",,21.0
Дисперсант_3,01030.23,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_3,typical,Индекс полидисперсности,,1.6
Дисперсант_3,typical,Кинематическая вязкость,,194.0
Дисперсант_3,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,184.275
Дисперсант_3,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_3,typical,"Массовая доля кальция, ASTM D6481",,0.00105
Дисперсант_3,typical,"Массовая доля серы, ASTM D6481",,0.0485
Дисперсант_3,typical,"Массовая доля фосфора, ASTM D6481",,0.00325
Дисперсант_3,typical,"Массовая доля цинка, ASTM D6481",,0.0001
Дисперсант_3,typical,Содержание Азота,,1.28
Дисперсант_3,typical,Содержание Бора,,0.44
Дисперсант_3,typical,Содержание масла,,40.0
Дисперсант_3,typical,"Щелочное число, ASTM D2896",,23.5
Дисперсант_3,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_3,П-23-035,Индекс полидисперсности,,1.6
Дисперсант_3,П-23-035,Кинематическая вязкость,,194.0
Дисперсант_3,П-23-035,"Кинематическая вязкость, при 100°C, ASTM D445",,182.45
Дисперсант_3,П-23-035,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_3,П-23-035,"Массовая доля кальция, ASTM D6481",,0.0001
Дисперсант_3,П-23-035,"Массовая доля серы, ASTM D6481",,0.049
Дисперсант_3,П-23-035,"Массовая доля фосфора, ASTM D6481",,0.0045
Дисперсант_3,П-23-035,"Массовая доля цинка, ASTM D6481",,0.0001
Дисперсант_3,П-23-035,Содержание Азота,,1.28
Дисперсант_3,П-23-035,Содержание Бора,,0.44
Дисперсант_3,П-23-035,Содержание масла,,40.0
Дисперсант_3,П-23-035,"Щелочное число, ASTM D2896",,26.0
Дисперсант_3,П-23-035,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_4,0139.25 ол12,Индекс полидисперсности,,1.6
Дисперсант_4,0139.25 ол12,Кинематическая вязкость,,215.8
Дисперсант_4,0139.25 ол12,"Кинематическая вязкость, при 100°C, ASTM D445",,215.8
Дисперсант_4,0139.25 ол12,"Кислотное число, ГОСТ 11362",,1.031
Дисперсант_4,0139.25 ол12,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_4,0139.25 ол12,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_4,0139.25 ол12,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_4,0139.25 ол12,Содержание Азота,,1.9
Дисперсант_4,0139.25 ол12,Содержание Бора,,0.0
Дисперсант_4,0139.25 ол12,Содержание масла,,50.0
Дисперсант_4,0139.25 ол12,Цвет | ASTM D1500,,3.0
Дисперсант_4,0139.25 ол12,"Щелочное число, ASTM D2896",,54.43
Дисперсант_4,0139.25 ол12,"Щелочное число, ГОСТ 11362",,36.23
Дисперсант_4,08.07.24,Индекс полидисперсности,,1.6
Дисперсант_4,08.07.24,Кинематическая вязкость,,215.8
Дисперсант_4,08.07.24,"Кинематическая вязкость, при 100°C, ASTM D445",,1278.4
Дисперсант_4,08.07.24,"Кислотное число, ГОСТ 11362",,1.031
Дисперсант_4,08.07.24,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_4,08.07.24,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_4,08.07.24,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_4,08.07.24,Содержание Азота,,1.9
Дисперсант_4,08.07.24,Содержание Бора,,0.0
Дисперсант_4,08.07.24,Содержание масла,,50.0
Дисперсант_4,08.07.24,Цвет | ASTM D1500,,3.0
Дисперсант_4,08.07.24,"Щелочное число, ASTM D2896",,54.415
Дисперсант_4,08.07.24,"Щелочное число, ГОСТ 11362",,36.23
Дисперсант_4,typical,Индекс полидисперсности,,1.6
Дисперсант_4,typical,Кинематическая вязкость,,215.8
Дисперсант_4,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,747.1
Дисперсант_4,typical,"Кислотное число, ГОСТ 11362",,1.031
Дисперсант_4,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_4,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_4,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_4,typical,Содержание Азота,,1.9
Дисперсант_4,typical,Содержание Бора,,0.0
Дисперсант_4,typical,Содержание масла,,50.0
Дисперсант_4,typical,Цвет | ASTM D1500,,3.0
Дисперсант_4,typical,"Щелочное число, ASTM D2896",,54.4
Дисперсант_4,typical,"Щелочное число, ГОСТ 11362",,36.23
Дисперсант_5,typical,Индекс полидисперсности,,1.6
Дисперсант_5,typical,Кинематическая вязкость,,216.0
Дисперсант_5,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_5,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_5,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_5,typical,Содержание Азота,,2.1
Дисперсант_5,typical,Содержание Бора,,0.0
Дисперсант_5,typical,Содержание масла,,45.0
Дисперсант_5,typical,"Щелочное число, ASTM D2896",,45.0
Дисперсант_5,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_6,077.25,Индекс полидисперсности,,1.6
Дисперсант_6,077.25,Кинематическая вязкость,,413.0
Дисперсант_6,077.25,"Кинематическая вязкость, при 100°C, ASTM D445",,436.0
Дисперсант_6,077.25,"Кислотное число, ГОСТ 11362",,0.571
Дисперсант_6,077.25,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_6,077.25,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_6,077.25,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_6,077.25,Содержание Азота,,1.1
