Компонент,Партия,Свойство,Метод,Значение,Причина
Противоизносная_присадка_28,0784.24,"Содержание металла (Ca/Mg), % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Содержание мыла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Содержание серы, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Содержание серы, мг/кг",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Степень полисульфидности,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Температура застывания, ГОСТ 20287, метод Б",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Температура проведения теста | -,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,Цвет Сейболт | -,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Щелочное число, ASTM D2896",skip,,"Свойство не актуально: Щелочное число является характеристикой базовых масел и щелочных присадок (например, сульфонатов), а не противоизносных присадок (таких как ZDDP), которые не вносят вклад в общую щелочность."
Противоизносная_присадка_28,0784.24,"Щелочное число, ГОСТ 11362",skip,,"Свойство не актуально: Щелочное число характеризует общее щелочное резервирование базового масла и присадок (например, моющих), а не является специфическим физико-химическим свойством для классификации или оценки именно противоизносных присадок."
Противоизносная_присадка_28,0784.24,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,0784.24,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Анилиновая точка,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Группа по API,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Деаэрация | ASTM D3427,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Деэм.вода | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Деэм.время | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Деэм.масло | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Деэм.эмульсия | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Длина углеродной цепи,skip,,"Свойство не актуально: Длина углеродной цепи является фундаментальной структурной характеристикой молекулы противоизносной присадки (например, цинка диалкилдитиофосфата), которая определяется её химическим составом и синтезом, а не измеряется как физико-химическое свойство готового масляного компонента в контексте спецификаций."
Противоизносная_присадка_28,typical,"Индекс вязкости, ГОСТ 25371",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Испаряемость по NOACK, ASTM D5800",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Кинематическая вязкость, при 100°C, ASTM D445",mean_by_component,10.15,На основе 1 партий компонента «Противоизносная_присадка_28» (CV=0.0%)
Противоизносная_присадка_28,typical,"Кинематическая вязкость, при 40°C, ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Кислотное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Массовая доля кальция | ASTM D6481,llm,0.005,Оценка LLM на основе 33 компонентов типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Массовая доля кальция, ASTM D6481",mean_by_component,0.001,На основе 1 партий компонента «Противоизносная_присадка_28» (CV=0.0%)
Противоизносная_присадка_28,typical,Массовая доля серы | ASTM D6481,skip,,"Свойство не актуально: Сера является элементом в составе базовых масел и присадок, а не измеряемым параметром самой противоизносной присадки; ASTM D6481 определяет содержание серы в готовом моторном масле."
Противоизносная_присадка_28,typical,"Массовая доля серы, ASTM D6481",mean_by_component,16.46,На основе 1 партий компонента «Противоизносная_присадка_28» (CV=0.0%)
Противоизносная_присадка_28,typical,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Массовая доля фосфора | ASTM D6481,llm,8.65,Оценка LLM на основе 33 компонентов типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Массовая доля фосфора, ASTM D6481",mean_by_component,8.82,На основе 1 партий компонента «Противоизносная_присадка_28» (CV=0.0%)
Противоизносная_присадка_28,typical,Массовая доля цинка | ASTM D6481,llm,9.15,Оценка LLM на основе 33 компонентов типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Массовая доля цинка, ASTM D6481",mean_by_component,9.17,На основе 1 партий компонента «Противоизносная_присадка_28» (CV=0.0%)
Противоизносная_присадка_28,typical,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Определение содержания воды методом Карла Фишера | ASTM D 6304,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Отношение Мыло/Основание,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Плотность при 15°С, ASTM D4052",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Плотность при 20°С, ASTM D4052",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Последовательность 1 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Последовательность 2 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Последовательность 3 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Размер мицелл, нм",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание MgCO3, CaCO3, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание воды, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание масла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание металла (Ca/Mg), % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание мыла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание серы, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Содержание серы, мг/кг",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Степень полисульфидности,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Температура застывания, ГОСТ 20287, метод Б",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Температура проведения теста | -,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,Цвет Сейболт | -,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Щелочное число, ASTM D2896",skip,,"Свойство не актуально: Щелочное число является характеристикой базовых масел и щелочных присадок (например, сульфонатов), а не противоизносных присадок (таких как ZDDP), которые не вносят вклад в общую щелочность."
Противоизносная_присадка_28,typical,"Щелочное число, ГОСТ 11362",skip,,"Свойство не актуально: Щелочное число характеризует общее щелочное резервирование базового масла и присадок (например, моющих), а не является специфическим физико-химическим свойством для классификации или оценки именно противоизносных присадок."
Противоизносная_присадка_28,typical,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_28,typical,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Анилиновая точка,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Атомное отношение P:Zn,mean_by_component,0.9473684211,На основе 1 партий компонента «Противоизносная_присадка_29» (CV=0.0%)
Противоизносная_присадка_29,03073.24,Группа по API,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Деаэрация | ASTM D3427,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Деэм.вода | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Деэм.время | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Деэм.масло | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Деэм.эмульсия | ASTM D1401,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Динамическая вязкость CCS -15°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Динамическая вязкость CCS -20°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Динамическая вязкость CCS -25°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Динамическая вязкость CCS -30°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Динамическая вязкость CCS -35°C, ASTM D5293",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Дипольный момент, Д",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Длина углеродной цепи,skip,,"Свойство не актуально: Длина углеродной цепи является фундаментальной структурной характеристикой молекулы противоизносной присадки (например, цинка диалкилдитиофосфата), которая определяется её химическим составом и синтезом, а не измеряется как физико-химическое свойство готового масляного компонента в контексте спецификаций."
Противоизносная_присадка_29,03073.24,"Индекс вязкости, ГОСТ 25371",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Индекс полидисперсности,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Индекс стабильности, %",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Испаряемость по NOACK, ASTM D5800",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Кинематическая вязкость,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Кинематическая вязкость, при -30⁰С | ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Кинематическая вязкость, при 40°C, ASTM D445",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Кислотное число, ГОСТ 11362",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Масса гидрофобного хвоста, г/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Массовая доля кальция | ASTM D6481,llm,0.005,Оценка LLM на основе 34 компонентов типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Массовая доля серы | ASTM D6481,skip,,"Свойство не актуально: Сера является элементом в составе базовых масел и присадок, а не измеряемым параметром самой противоизносной присадки; ASTM D6481 определяет содержание серы в готовом моторном масле."
Противоизносная_присадка_29,03073.24,"Массовая доля сульфатной золы, ГОСТ 12417",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Массовая доля фосфора | ASTM D6481,llm,8.65,Оценка LLM на основе 34 компонентов типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Массовая доля цинка | ASTM D6481,llm,9.15,Оценка LLM на основе 34 компонентов типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Общее содержание азота | ASTM D3228,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Определение содержания воды методом Карла Фишера | ASTM D 6304,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Отношение S:Mo,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Отношение Мыло/Основание,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Плотность при 15°С, ASTM D4052",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Плотность при 20°С, ASTM D4052",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Последовательность 1 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Последовательность 2 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Последовательность 3 | ASTM D892,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Потенциал ионизации,эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Размер мицелл, нм",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание MgCO3, CaCO3, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Содержание Азота,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Содержание Бора,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание воды, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Содержание масла,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание масла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание металла (Ca/Mg), % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание мыла, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Содержание полимера,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание серы, % масс.",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Содержание серы, мг/кг",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Соотношение мономеров (EO:PO),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Средневесовая масса,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Степень полисульфидности,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Стерический фактор, Å3",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Температура застывания, ГОСТ 20287, метод Б",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Температура плавления, °C",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Температура проведения теста | -,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Химический потенциал, Дж/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Цвет | ASTM D1500,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,Цвет Сейболт | -,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Энергия ВЗМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Энергия НСМО, эВ",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,03073.24,"Энергия диссоциации связи Х-Н, ккал/моль",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,typical,% масс. (Mo),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,typical,COC (°C),skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,typical,"Активный Азот / Кислород, % масс. (N или O)",skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,typical,Анилиновая точка,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
Противоизносная_присадка_29,typical,Группа по API,skip,,Свойство не измеряется ни у одного компонента типа «Противоизносная_присадка»
