Компонент,Наименование партии,% масс. (Mo),COC (°C),"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362","Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ","Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,"Содержание воды, % масс.",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3","Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
Дисперсант_2,01025.23,,,,,,,,,,,,,,,,,,,,1.6,,,413.0,,417.9,,,2300.0,,0.0009,,0.0027,,,0.0007,,0.0002,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,,,17.5,23.33,,,
Дисперсант_2,typical,,,,,,,,,,,,,,,,,,,,1.6,,,413.0,,417.9,,,2300.0,,0.0009,,0.0027,,,0.0007,,0.0002,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,,,17.5,23.33,,,
Дисперсант_3,01030.23,,,,,,,,,,,,,,,,,,,,1.6,,,194.0,,186.1,,,1300.0,,0.002,,0.048,,,0.002,,0.0001,,,,,,,,,,,,,1.28,0.44,,40.0,,,,,,,,,,,,,,,,,21.0,23.33,,,
Дисперсант_3,typical,,,,,,,,,,,,,,,,,,,,1.6,,,194.0,,184.27499999999998,,,1300.0,,0.00105,,0.0485,,,0.00325,,0.0001,,,,,,,,,,,,,1.28,0.44,,40.0,,,,,,,,,,,,,,,,,23.5,23.33,,,
Дисперсант_3,П-23-035,,,,,,,,,,,,,,,,,,,,1.6,,,194.0,,182.45,,,1300.0,,0.0001,,0.049,,,0.0045,,0.0001,,,,,,,,,,,,,1.28,0.44,,40.0,,,,,,,,,,,,,,,,,26.0,23.33,,,
Дисперсант_4,0139.25 ол12,,,,,,,,,,,,,,,,,,,,1.6,,,215.8,,215.8,,1.031,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.9,0.0,,50.0,,,,,,,,,,,,,,,3.0,,54.43,36.23,,,
Дисперсант_4,08.07.24,,,,,,,,,,,,,,,,,,,,1.6,,,215.8,,1278.4,,1.031,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.9,0.0,,50.0,,,,,,,,,,,,,,,3.0,,54.415,36.23,,,
Дисперсант_4,typical,,,,,,,,,,,,,,,,,,,,1.6,,,215.8,,747.1,,1.031,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.9,0.0,,50.0,,,,,,,,,,,,,,,3.0,,54.4,36.23,,,
Дисперсант_5,typical,,,,,,,,,,,,,,,,,,,,1.6,,,216.0,,,,,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,2.1,0.0,,45.0,,,,,,,,,,,,,,,,,45.0,23.33,,,
Дисперсант_6,077.25,,,,,,,,,,,,,,,,,,,,1.6,,,413.0,,436.0,,0.571,2300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,4.5,,22.7,16.7,,,
Дисперсант_6,typical,,,,,,,,,,,,,,,,,,,,1.6,,,413.0,,429.3,,0.571,2300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,4.5,,24.42,16.7,,,
Дисперсант_6,отбор 26.11.24,,,,,,,,,,,,,,,,,,,,1.6,,,413.0,,422.6,,0.571,2300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,4.5,,26.14,16.7,,,
Дисперсант_7,typical,,,,,,,,,,,,,,,,,,,,1.6,,,161.0,,,,,1300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.29,0.0,,50.0,,,,,,,,,,,,,,,,,24.2,23.33,,,
Дисперсант_8,typical,,,,,,,,,,,,,,,,,,,,1.6,,,400.0,,,,,2300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.2,0.0,,45.0,,,,,,,,,,,,,,,,,25.0,23.33,,,
Дисперсант_9,02718.22,,,,,,,,,,,,,,,,,,,,1.6,,,400.0,,410.0,,,2300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,,,18.9,23.33,,,
Дисперсант_9,typical,,,,,,,,,,,,,,,,,,,,1.6,,,400.0,,410.0,,,2300.0,,0.002,,,,,,,0.003,,,,,,,,,,,,,1.1,0.0,,50.0,,,,,,,,,,,,,,,,,25.0,23.33,,,
Загуститель_1,"01007.22 (8,2%)",,,,,,,,,,,,,,,,,,,,,25.0,,,,339.6,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,01076.24 10% в HVI-4,,,,,,,,,,,,,,,,,,,,,25.0,,,,445.5,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,01277.22,,,,,,,,,,,,,,,,,,,,,25.0,,,,335.9,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,"01935.22 (8,2%)",,,,,,,,,,,,,,,,,,,,,25.0,,,,327.5,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,02560.22 (9%вSN-150),,,,,,,,,,,,,,,,,,,,,25.0,,,,451.9,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,"0306.25 9,8% 2гр",,,,,,,,,,,,,,,,,,,,,25.0,,,,508.9,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,03377.23 10% в HVI-4,,,,,,,,,,,,,,,,,,,,,25.0,,,,495.6,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,"0396.25 9,8% 2 гр",,,,,,,,,,,,,,,,,,,,,25.0,,,,493.8,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,0420.23 (10%HVI-4Ян),,,,,,,,,,,,,,,,,,,,,25.0,,,,472.66,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,"0435.24 9,8% во 2 гр",,,,,,,,,,,,,,,,,,,,,25.0,,,,469.9,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,0488.23,,,,,,,,,,,,,,,,,,,,,25.0,,,,473.7,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_1,typical,,,,,,,,,,,,,,,,,,,,,25.0,,,,437.7236363636363,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,,,,,
Загуститель_2,071.21,,,,,,,,,,,,,,,,,,,,,25.0,,,,360.0,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
Загуститель_2,0773.22 (8.5%),,,,,,,,,,,,,,,,,,,,,25.0,,,,373.32,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
Загуститель_3,"01658.23 8,6% в 2Гр.",,,,,,,,,,,,,,,,,,,,,15.0,,,,446.0,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
Загуститель_3,"02984.24 8,6% 2 гр",,,,,,,,,,,,,,,,,,,,,15.0,,,,436.3,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
Загуститель_3,03277.23,,,,,,,,,,,,,,,,,,,,,15.0,,,,439.8,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
Загуститель_3,typical,,,,,,,,,,,,,,,,,,,,,15.0,,,,440.7,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
Противоизносная_присадка_1,01296.23,,,,,0.91,,,,,,,,,,,,,,,,,,,,9.16,,,,0.005,0.02,,17.005000000000003,,8.65,8.4,9.15,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_1,02958.22,,,,,0.91,,,,,,,,,,,,,,,,,,,,9.19,,,,0.005,0.02,,16.41,,8.65,8.939,9.15,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_1,typical,,,,,0.91,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.02,,17.6,,8.65,8.28,9.15,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_10,02028.22,,,,,0.85,,,,,,,,,,,,,14.8,,,,,,,11.59,,,,0.005,0.02,,17.8,,8.65,9.4,9.15,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,16.08,,,
Противоизносная_присадка_10,typical,,,,,0.85,,,,,,,,,,,,,14.8,,,,,,,11.59,,,,0.005,0.02,,17.8,,8.65,9.4,9.15,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,16.08,,,
Противоизносная_присадка_11,0242.25,,,,,0.91,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.02,,17.42,,8.65,8.6,9.15,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_11,typical,,,,,0.91,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.02,,17.6,,8.65,8.28,9.15,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_17,01077.24 Arkema,,,,,0.92,,,,,,,,,,,,,6.0,,,,,,,8.85,,,,0.0064,0.02,18.47,17.6,,8.706,8.3,9.328,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_17,01078.24 Celanese,,,,,0.92,,,,,,,,,,,,,6.0,,,,,,,8.46,,,,0.007,0.02,18.24,17.6,,8.784,8.3,8.914,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_17,02692.23,,,,,0.92,,,,,,,,,,,,,6.0,,,,,,,10.5,,,,0.003,0.02,16.5,17.6,,8.409,8.3,9.541,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_17,typical,,,,,0.92,,,,,,,,,,,,,6.0,,,,,,,9.270000000000001,,,,0.005466666666666667,0.02,17.736666666666665,17.6,,8.633000000000001,8.3,9.261,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_18,01872.24,,,,,0.83,,,,,,,,,,,,,,,,,,,,9.0415,,,,0.0001,0.0006,17.14,16.88,,8.562999999999999,8.4,8.959,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.133333333333333,,,,
Противоизносная_присадка_18,02125.25 (№1),,,,,0.83,,,,,,,,,,,,,,,,,,,,8.286,,,,0.0001,0.0006,17.25,17.28,,8.594,8.245000000000001,8.656,9.239999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,
Противоизносная_присадка_18,02126.25 (№2),,,,,0.83,,,,,,,,,,,,,,,,,,,,9.797,,,,0.0001,0.0006,17.03,17.28,,8.532,8.245000000000001,9.262,9.239999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,
Противоизносная_присадка_18,typical,,,,,0.83,,,,,,,,,,,,,,,,,,,,9.0415,,,,0.0001,0.0006,17.14,17.68,,8.562999999999999,8.09,8.959,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,
Противоизносная_присадка_2,01026.23,,,,,0.87,,,,,,,,,,,,,20.0,,,,,,,14.75,,,,0.005,0.024,,16.58,,8.65,8.13,9.15,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.825,14.73,,,
Противоизносная_присадка_2,0112.22,,,,,0.87,,,,,,,,,,,,,20.0,,,,,,,13.37,,,,0.005,0.0,,15.95,,8.65,8.22,9.15,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65,14.73,,,
Противоизносная_присадка_2,02622.22,,,,,0.87,,,,,,,,,,,,,20.0,,,,,,,13.33,,,,0.005,0.012,,16.97,,8.65,8.0,9.15,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.825,14.73,,,
Противоизносная_присадка_2,typical,,,,,0.87,,,,,,,,,,,,,20.0,,,,,,,13.816666666666665,,,,0.005,0.012,,15.0,,8.65,7.8,9.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.73,,,
Противоизносная_присадка_20,02976.22,,,,,0.91,,,,,,,,,,,,,,,,,,,,8.99,,,,0.005,0.001,,15.97,,8.65,8.719,9.15,9.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_20,typical,,,,,0.91,,,,,,,,,,,,,,,,,,,,8.99,,,,0.005,0.001,,15.97,,8.65,8.719,9.15,9.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_21,01578.24,,,,,0.83,,,,,,,,,,,,,,,,,,,,17.03,,,,0.005,0.01,,17.682,,8.65,8.09,9.15,9.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,
Противоизносная_присадка_21,typical,,,,,0.83,,,,,,,,,,,,,,,,,,,,17.03,,,,0.005,0.01,,17.682,,8.65,8.09,9.15,9.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,
Противоизносная_присадка_22,typical,,,,,0.99,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.02,,19.0,,8.65,9.5,9.15,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_24,02360.22,,,,,0.87,,,,,,,,,,,,,,,,,,,,11.81,,,,0.005,0.007,,16.1,,8.65,7.7,9.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.85,,,
Противоизносная_присадка_24,typical,,,,,0.87,,,,,,,,,,,,,,,,,,,,11.81,,,,0.005,0.007,,16.1,,8.65,7.7,9.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.85,,,
Противоизносная_присадка_25,COMP-2024-0018-M,,,,,0.95,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.02,,16.16,,8.65,8.62,9.15,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_25,typical,,,,,0.95,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.02,,16.16,,8.65,8.62,9.15,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_26,COMP-2024-0017-M,,,,,0.92,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.0,,16.5,,8.65,8.45,9.15,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_26,typical,,,,,0.92,,,,,,,,,,,,,,,,,,,,9.175,,,,0.005,0.0,,16.5,,8.65,8.45,9.15,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_27,01363.24,,,,,0.92,,,,,,,,,,,,,6.0,,,,,,,9.4,,,,0.005,0.02,18.99,17.6,,8.928,8.3,9.233,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_27,typical,,,,,0.92,,,,,,,,,,,,,6.0,,,,,,,9.4,,,,0.005,0.02,18.99,17.6,,8.928,8.3,9.233,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_28,0784.24,,,,,0.8,,,,,,,,,,,,,,,,,,,,10.15,,,,0.005,0.001,,16.46,,8.65,8.82,9.15,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_28,typical,,,,,0.8,,,,,,,,,,,,,,,,,,,,10.15,,,,0.005,0.001,,16.46,,8.65,8.82,9.15,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_29,03073.24,,,,,0.9473684211,,,,,,,,,,,,,,,,,,,,14.94,,,,0.005,0.0004,,17.94,,8.65,9.32,9.15,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,14.47,,,
Противоизносная_присадка_29,typical,,,,,0.9473684211,,,,,,,,,,,,,,,,,,,,14.94,,,,0.005,0.0004,,17.94,,8.65,9.32,9.15,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,14.47,,,
Противоизносная_присадка_5,02975.22,,,,,0.88,,,,,,,,,,,,,24.8,,,,,,,12.17,,,,0.005,0.0001,,15.99,,8.65,8.768,9.15,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_5,typical,,,,,0.88,,,,,,,,,,,,,24.8,,,,,,,12.17,,,,0.005,0.0001,,15.99,,8.65,8.768,9.15,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоизносная_присадка_7,02359.22,,,,,0.92,,,,,,,,,,,,,,,,,,,,13.66,,,,0.005,0.006,,16.46,,8.65,7.7,9.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.72,,,
Противоизносная_присадка_8,0186.22,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,13.74,,,,0.005,0.001,,15.0,,8.65,8.049,9.15,9.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,
Противоизносная_присадка_8,typical,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,13.74,,,,0.005,0.001,,15.0,,8.65,7.37,9.15,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,,,
Соединение_молибдена_1,typical,7.5,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соединение_молибдена_2,typical,10.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соединение_молибдена_3,typical,8.02,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соединение_молибдена_4,typical,10.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соединение_молибдена_5,typical,10.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соединение_молибдена_6,01027.23,10.0,135.0,,,,,,,,,,,,,,,,,,,,,,,26.69,,,,,,,,,,0.0,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Соединение_молибдена_6,typical,10.0,135.0,,,,,,,,,,,,,,,,,,,,,,,26.69,,,,,,,,,,0.0,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
